name,followers,popularity,genres,image_url,external_url
Anser,19677,39,"['greek trap', 'greek underground rap']",https://i.scdn.co/image/ab67616d00001e02ad1bef56770866092570e2ef,https://open.spotify.com/artist/3peCLl6eMLh8lJyRUt4jc8
LEX,86897,52,['greek trap'],https://i.scdn.co/image/5f5e7bd97495cb823d4b7b6a3a9fcb0341f50b61,https://open.spotify.com/artist/3ObDUGvTK5W2QJqBQyIkm1
