song_name,added_at,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
Around the World,2015-05-27T14:28:43Z,3:58,67,1,https://open.spotify.com/track/0aGQHMr7bc23Y9Ts84ffop,https://p.scdn.co/mp3-preview/ab3d501c5ffbf560e94094f76cd36d874a26e941?cid=2490920ce5574a1a9b97a3e366c39dd3,Californication (Deluxe Edition),1999-06-08,18,https://i.scdn.co/image/ab67616d00001e0294d08ab63e57b0cae74e8595,https://open.spotify.com/album/2Y9IRtehByVkegoD7TcLfi,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Monarchy of Roses,2015-05-27T14:28:43Z,4:11,50,1,https://open.spotify.com/track/16Bf9uR4PI2dCoXDIjs0cP,https://p.scdn.co/mp3-preview/946431f5c0588fbe1f6115c57fd6b2158d0f0e61?cid=2490920ce5574a1a9b97a3e366c39dd3,I'm with You,2011-08-29,14,https://i.scdn.co/image/ab67616d00001e0296136a2ab5696812e9b26723,https://open.spotify.com/album/5wZtSIvijWCMc1vlPFqAyB,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Under the Bridge,2015-05-27T14:28:43Z,4:25,62,1,https://open.spotify.com/track/23NPGXlSaIqWzvxIRhM2oG,https://p.scdn.co/mp3-preview/5c052c976f9ad6610a1e8daf79e467e1e3943632?cid=2490920ce5574a1a9b97a3e366c39dd3,Greatest Hits,2003-11-18,16,https://i.scdn.co/image/ab67616d00001e025590b4ee88187cb06a5b102d,https://open.spotify.com/album/53tvjWbVNZKd3CvpENkzOC,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Dani California,2015-05-27T14:28:43Z,4:42,54,1,https://open.spotify.com/track/6vODhpvfWwdsO0i9MBWnEq,https://p.scdn.co/mp3-preview/87d4f1047475a73d44731914bca0b883cc1d5876?cid=2490920ce5574a1a9b97a3e366c39dd3,Dani California,2006-04-03,4,https://i.scdn.co/image/ab67616d00001e029eece7a1b7140aaf4056b9b4,https://open.spotify.com/album/3rrvHWzZCF8TvqT9oJtfVZ,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Give It Away,2015-05-27T14:28:43Z,4:44,49,2,https://open.spotify.com/track/2rmoeBqloVIhg7Zb20n5Sq,https://p.scdn.co/mp3-preview/59e67f529bfe71e385a2b0abfc5e748e3a576608?cid=2490920ce5574a1a9b97a3e366c39dd3,Greatest Hits,2003-11-18,16,https://i.scdn.co/image/ab67616d00001e025590b4ee88187cb06a5b102d,https://open.spotify.com/album/53tvjWbVNZKd3CvpENkzOC,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Otherside,2015-05-27T14:28:43Z,4:15,60,4,https://open.spotify.com/track/3CeYdUfGPCjKMDYyI1PpCh,https://p.scdn.co/mp3-preview/3dfe48540e8c8b3a4b3434837952a3aa5b9291e9?cid=2490920ce5574a1a9b97a3e366c39dd3,Californication,1999-06-08,15,https://i.scdn.co/image/ab67616d00001e02a9249ebb15ca7a5b75f16a90,https://open.spotify.com/album/0fLhefnjlIV3pGNF9Wo8CD,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Soul to Squeeze,2015-05-27T14:28:43Z,4:49,66,5,https://open.spotify.com/track/3arKRnq9OUd7yq6LRwVW8I,https://p.scdn.co/mp3-preview/e1534bb0501ace67e45448317dd55d32ec036d01?cid=2490920ce5574a1a9b97a3e366c39dd3,Greatest Hits,2003-11-18,16,https://i.scdn.co/image/ab67616d00001e025590b4ee88187cb06a5b102d,https://open.spotify.com/album/53tvjWbVNZKd3CvpENkzOC,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Californication,2015-05-27T14:28:43Z,5:29,62,6,https://open.spotify.com/track/34KTEhpPjq6IAgQg2yzJAL,https://p.scdn.co/mp3-preview/175ce440229d2fb5361756f3e68c9647b86a8eee?cid=2490920ce5574a1a9b97a3e366c39dd3,Californication,1999-06-08,15,https://i.scdn.co/image/ab67616d00001e02a9249ebb15ca7a5b75f16a90,https://open.spotify.com/album/0fLhefnjlIV3pGNF9Wo8CD,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Suck My Kiss,2015-05-27T14:28:43Z,3:35,42,7,https://open.spotify.com/track/0AaBRYWKQNOmq0Y0qoedI9,https://p.scdn.co/mp3-preview/78b553f13457c7f3af0492663a5ea68c0ff0e066?cid=2490920ce5574a1a9b97a3e366c39dd3,Greatest Hits,2003-11-18,16,https://i.scdn.co/image/ab67616d00001e025590b4ee88187cb06a5b102d,https://open.spotify.com/album/53tvjWbVNZKd3CvpENkzOC,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
The Adventures of Rain Dance Maggie,2015-05-27T14:28:43Z,4:42,65,7,https://open.spotify.com/track/0PgNhIg5n0UAOBVn43b8b6,https://p.scdn.co/mp3-preview/0e4f5d49100ac661581a36941abc3eab0237ba0d?cid=2490920ce5574a1a9b97a3e366c39dd3,I'm with You,2011-08-29,14,https://i.scdn.co/image/ab67616d00001e0296136a2ab5696812e9b26723,https://open.spotify.com/album/5wZtSIvijWCMc1vlPFqAyB,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Scar Tissue,2015-05-27T14:28:36Z,3:35,59,3,https://open.spotify.com/track/2QOMGq8wVTZbLmh7McrvgF,https://p.scdn.co/mp3-preview/ce0ca8203aeb30dfe1f2160d9aa36abbad5fc2f2?cid=2490920ce5574a1a9b97a3e366c39dd3,Californication,1999-06-08,15,https://i.scdn.co/image/ab67616d00001e02a9249ebb15ca7a5b75f16a90,https://open.spotify.com/album/0fLhefnjlIV3pGNF9Wo8CD,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
