track_id,key,mode,time_signature,duration_ms,tempo,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
1ZYoAJ05LtgLrECCf6IjZ3,7,1,4,168000,76.973,0.371,0.569,-10.003,0.0361,0.576,0.898,0.0876,0.388
4gQvyUEUYBWwNiUlN19ZTG,1,0,4,220267,151.863,0.295,0.824,-1.72,0.0386,0.281,2.79e-06,0.119,0.142
4vdcD3AH3bhRN5nJVYZVsF,4,0,4,244533,125.044,0.48,0.911,-5.288,0.0557,4.14e-05,5.46e-06,0.172,0.553
3HHMfgLAExkyFF290ixjOx,8,1,4,251147,179.972,0.372,0.964,-3.196,0.0696,0.000594,7.07e-06,0.3,0.176
4kxsA71XQQKICBoxAvoQMw,7,0,4,405388,148.352,0.177,0.933,-1.899,0.0624,0.00184,0.00116,0.0542,0.104
0OkdQkWdO8CG8zARrg5kXm,1,1,4,319960,175.073,0.433,0.929,-6.319,0.0377,0.000116,0.000163,0.0928,0.598
7CeF4VXPoaUbNB3NNHIXfM,9,1,4,217840,111.093,0.461,0.816,-6.612,0.0651,0.0369,0.88,0.251,0.279
2eB7JqIY4hTTSz31h6bjwR,0,0,4,439120,199.892,0.153,0.953,-4.74,0.122,0.00152,0.0062,0.366,0.14
0WZZENH0kt3O2cBE8q5IRq,5,0,4,256053,155.045,0.445,0.98,-4.369,0.0731,2.45e-05,0.163,0.129,0.285
65hCWnFxcEfZmUTsGySi7W,6,0,4,79840,68.535,0.148,0.105,-23.824,0.042,0.857,0.89,0.117,0.0392
5QIrSIj8jBaf048QxZL8Sb,11,0,4,262989,123.016,0.555,0.77,-5.455,0.0385,0.00752,0.797,0.0861,0.215
3orX7EjW9C6tr1nHRfx6C2,8,0,4,347200,135.017,0.505,0.62,-5.553,0.0298,0.00137,0.00746,0.115,0.0886
6PwjJ58I4t7Mae9xfZ9l9v,10,0,4,197200,138.081,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689
3lGyt8enqenwyqXihI6AVr,9,0,4,270067,134.994,0.634,0.623,-8.855,0.0258,0.000449,0.0108,0.0649,0.867
1GmA8FOysGZNVEuJWBJnR4,1,0,4,340240,149.833,0.388,0.988,-7.285,0.0619,0.000153,0.335,0.0544,0.366
4HlVUapocBDBqkPtET2knz,11,0,4,259960,75.026,0.413,0.969,-4.91,0.0822,0.000159,0.344,0.18,0.179
115KAr1ur3Z3Vv9HJBDcaX,1,0,4,185240,178.235,0.401,0.956,-4.843,0.0571,1.15e-05,0.908,0.0644,0.426
4hkZMpR9ptEQLqlIorFPeN,2,0,4,237867,120.057,0.272,0.903,-4.343,0.0961,0.0134,0.0,0.321,0.154
0zGNXEv7a1QvEPVhdtvbzP,0,1,3,464240,74.857,0.0908,0.47,-10.729,0.0358,0.000717,0.872,0.156,0.17
648jNGxqGVBFfFSSWishhd,10,0,4,248341,128.006,0.533,0.907,-5.835,0.0532,6.17e-05,0.868,0.396,0.745
64VLqyvVCCAXyqKCqs40z8,2,0,4,380613,112.507,0.46,0.982,-5.488,0.0601,2.39e-06,0.797,0.37,0.267
5fwLhOTBbP9xx6wC45EBt3,7,0,4,255530,125.017,0.428,0.864,-6.371,0.0599,0.00309,0.114,0.147,0.365
2uFS9ieoGREkFCrasbGsCx,2,1,4,247667,94.033,0.422,0.908,-3.019,0.0452,2.03e-05,0.0688,0.148,0.112
4KcNupwVIuM2AOoiKdgpRf,4,0,4,284133,130.042,0.447,0.556,-8.112,0.0306,0.0355,0.894,0.0937,0.13
2DQNOuvinkm9EJHnQEuHuD,8,1,4,362347,120.021,0.432,0.8,-6.868,0.0406,0.000508,5.42e-05,0.351,0.255
4vqJXCBsSExJO6UUiMnQll,8,0,4,202501,169.794,0.384,0.928,-4.633,0.0489,0.0434,0.308,0.112,0.589
1tedBknW0ryQX3Z5e7tGZg,11,1,4,229000,135.068,0.435,0.934,-5.607,0.0747,0.00933,0.00299,0.0988,0.262
06OAtSr9Yof33xxJgjpDte,1,1,4,305120,89.854,0.445,0.777,-6.011,0.0372,0.000209,1.07e-05,0.14,0.249
46UjKVKpPK4HyxkIEqQjFG,9,0,4,224582,139.649,0.267,0.408,-11.004,0.031,0.378,0.0,0.0883,0.0555
4mJmi9z3o1B6k2vry39Ufh,9,1,4,254387,137.949,0.491,0.972,-3.125,0.0935,0.0266,0.00128,0.257,0.414
2paUWaKMCw1e9Zhuh2ZBcf,0,1,4,301653,139.955,0.529,0.955,-6.417,0.115,0.0672,6.32e-05,0.629,0.075
2rb1oUtuyGkjayXFE1QGlI,11,0,4,264000,146.056,0.293,0.79,-3.377,0.0521,9.34e-05,0.0975,0.179,0.26
6rXKlkP7AGhZ2yxu3dnjjf,3,0,4,195787,133.049,0.438,0.632,-9.198,0.0318,0.299,0.00018,0.0981,0.204
0puqdplFmL2Voq0BmX6OJc,3,1,4,170580,109.767,0.319,0.896,-4.315,0.0657,0.00142,0.849,0.226,0.04
0X3nTDHQzWVC8v7xjKfDdS,3,0,4,262987,123.992,0.643,0.884,-5.083,0.0398,0.00562,0.0,0.132,0.751
4AMCDB0S3wGZIHO4c8Z3lY,4,0,3,886381,145.333,0.13,0.492,-8.551,0.0378,5.36e-05,0.917,0.222,0.103
06nhtKqcCuvLpUajRKyrpv,2,0,4,254000,140.652,0.21,0.835,-9.646,0.0391,9.71e-05,0.82,0.268,0.443
2bHpNAMEsB3Wc00y87JTdn,11,0,4,409000,143.89,0.296,0.764,-4.499,0.0315,0.011,0.0724,0.158,0.144
4MEENl8ueofV5X6gTfa4Xn,5,0,4,190667,180.096,0.387,0.956,-5.548,0.135,3.15e-05,0.0128,0.19,0.461
3llUdmN3rkZHAgoZK1HC8b,9,1,4,306547,154.994,0.427,0.96,-4.477,0.105,6.43e-05,0.00104,0.322,0.357
6UsKqMFaxn2ODLqjU7CSSa,11,0,4,219723,114.024,0.47,0.907,-5.432,0.044,0.000161,0.000737,0.186,0.451
6O4kmRoYWpYw04egXW0NeK,10,0,4,405749,78.97,0.334,0.297,-14.375,0.0301,0.522,0.932,0.137,0.372
45SsRch1IwEzLcKHyataEE,10,0,4,188573,129.176,0.221,0.248,-12.31,0.0326,0.539,0.0,0.135,0.149
6ZbJnO5y5UvgnBD2WBWXGR,8,0,4,267000,91.638,0.492,0.959,-6.606,0.0343,0.000682,0.0,0.0778,0.699
6Fd53Af2royyl5btFfgzlB,9,0,4,283693,118.145,0.315,0.554,-7.739,0.0337,0.291,0.0,0.255,0.201
76O1SNDtf2Y8bX9QdFHyww,9,0,4,297559,76.011,0.419,0.949,-5.985,0.0751,1.56e-05,0.832,0.122,0.73
2vauvBj9LEzuFjHAhvhRai,11,0,3,949213,100.275,0.451,0.76,-6.44,0.034,0.00082,0.72,0.113,0.119
4MC7Djoxyd81aZSPHctSFc,3,0,4,567299,119.047,0.517,0.889,-8.206,0.0831,0.000592,0.000643,0.36,0.22
7b3brVnl2mNcZq4GMotkrW,6,0,3,283125,112.005,0.486,0.794,-6.738,0.0425,0.0213,0.0,0.198,0.427
2siYBO7YLXSodtI8E7E0Za,4,0,4,208893,162.054,0.549,0.958,-5.439,0.0918,0.017,0.00294,0.335,0.537
3gfnoDRcoj8wxTvaDM5fhJ,8,1,4,320250,95.955,0.495,0.801,-6.264,0.0338,0.00594,9.74e-06,0.182,0.162
2ANSPBU2TtmSM1pdTvFgQ6,0,1,4,379000,156.065,0.373,0.851,-7.647,0.0631,0.00278,1.02e-05,0.0876,0.276
0uYvBM7c2KT8RZu5IFrAwX,10,1,3,274987,100.306,0.236,0.407,-5.949,0.0283,0.632,6.54e-05,0.0934,0.12
7v7sNX86h5HjX8dB5EDWAI,10,1,4,382041,168.905,0.374,0.857,-4.45,0.0567,0.00627,3.36e-06,0.42,0.384
7dIOlmWKSZoaKXtFZw5Lm5,5,0,4,271827,118.005,0.601,0.933,-3.575,0.0595,0.00636,0.00198,0.253,0.389
5m8JHIXmasB1qOPCzfGVBr,1,1,4,267880,143.916,0.381,0.915,-3.804,0.092,0.00288,1.74e-06,0.422,0.485
0ZUPWnw89a0iLfNdcUiIm3,3,0,4,294613,163.995,0.454,0.954,-5.242,0.0607,0.00894,0.0,0.0659,0.287
2TYPyMen3VrXo4bljRLQvo,2,1,3,692853,107.415,0.337,0.873,-7.415,0.0667,2.71e-05,0.11,0.149,0.186
6str06iwJqM8INq37YKXOU,1,0,3,210492,75.099,0.209,0.763,-5.367,0.0466,0.0666,0.925,0.216,0.144
6NGcKOuOM6pvRxG8eMo0vd,4,0,4,299640,163.968,0.416,0.911,-5.184,0.0584,0.000665,0.946,0.105,0.323
6baIY88zGHprrMNG1W85gP,2,0,4,216000,120.025,0.496,0.917,-5.013,0.0463,0.00122,0.916,0.085,0.384
1pKt3y8KbBmuyqNBBsjrbe,5,0,4,209215,123.971,0.516,0.791,-6.602,0.0456,0.622,0.106,0.616,0.257
2VGQ342iuqj6aSaYbyBQVJ,3,0,4,199387,195.795,0.198,0.977,-3.499,0.173,0.00131,4.62e-05,0.23,0.351
6EJrIJZJ57gaHQ4zxGBRU2,7,0,4,284729,96.008,0.475,0.96,-4.673,0.07,0.000225,1.6e-06,0.129,0.471
22GbAGb80ZZNgm2yrBMnpR,9,0,4,403867,131.387,0.55,0.824,-7.848,0.0347,0.000362,0.00115,0.0865,0.332
4aYLAF6ckQ5ooGGGM7sWAa,7,1,4,386493,139.261,0.54,0.584,-9.579,0.0254,0.0108,0.00296,0.253,0.244
5eFxwmqKrHpSQDOEIFYlgY,8,1,4,231400,122.023,0.553,0.853,-3.668,0.0339,0.000684,0.0,0.126,0.506
0M955bMOoilikPXwKLYpoi,6,0,4,231480,89.342,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453
5awDvzxWfd53SSrsRZ8pXO,9,0,4,234227,125.105,0.64,0.922,-6.283,0.0385,0.00369,0.055,0.332,0.716
13Uvqll8OQDjw3wDweIK9y,4,0,4,476267,126.883,0.334,0.982,-2.293,0.0619,9.11e-05,0.149,0.106,0.501
7ypMdEc38RF31RonlxynLm,9,0,3,293606,183.182,0.286,0.983,-4.205,0.109,8.03e-05,0.933,0.196,0.0705
44mkUovCUkI5Pbx5Zu27sg,4,0,4,234129,95.677,0.609,0.828,-6.514,0.041,0.00597,0.685,0.141,0.178
4cBv4eUzh9taAfhcqYzo5a,9,1,4,255773,160.157,0.397,0.799,-6.709,0.0479,0.000386,0.0,0.106,0.482
2t76ryuVBXm2HOQkpejaxC,8,0,4,292067,110.006,0.284,0.906,-7.866,0.0562,7.88e-05,0.863,0.456,0.337
0QvlcZoFauRGfTK9FP6kS6,7,1,4,520734,109.026,0.531,0.973,-5.131,0.0895,0.000198,0.118,0.325,0.165
2P9A0rW2xuOO5FuHc4iejn,2,0,4,227143,97.869,0.423,0.938,-4.361,0.0975,0.000192,0.0,0.275,0.465
