name,followers,popularity,genres,image_url,external_url
Hans Zimmer,2262455,80,"['german soundtrack', 'soundtrack']",https://i.scdn.co/image/635afc786816b69612cc70fd43b1f7c43b49b56b,https://api.spotify.com/v1/artists/0YC192cP3KPCRWx8zr8MfZ
E.S. Posthumus,53709,44,"['bow pop', 'epicore', 'scorecore']",https://i.scdn.co/image/ab67616d00001e0229e9e9ca5cf51d653febc263,https://api.spotify.com/v1/artists/1CqW2UkLsaZvByLwkOaNsH
Ramin Djawadi,442531,74,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",https://i.scdn.co/image/d33c97f0483a37ecf2d8309f99b1abaa1e499fd9,https://api.spotify.com/v1/artists/1hCkSJcXREhrodeIHQdav8
Two Steps from Hell,560371,70,"['epicore', 'soundtrack', 'video game music']",https://i.scdn.co/image/ab67616d00001e02149cf6977defe909fd7d34fd,https://api.spotify.com/v1/artists/2qvP9yerCZCS0U1gZU8wYp
Audiomachine,181477,63,"['epicore', 'scorecore', 'video game music']",https://i.scdn.co/image/ab67616d00001e02b2e5eb4dfb5d1cb7c90526b9,https://api.spotify.com/v1/artists/5F4ObszoeVebqtc0B3XqJa
Immediate,45163,50,"['epicore', 'scorecore', 'soundtrack', 'video game music']",https://i.scdn.co/image/ab67616d00001e02de9bcf502111e928c25c15a3,https://api.spotify.com/v1/artists/5RcJDMYwS4w1XJkNiR4LvM
Thomas Bergersen,170177,70,"['epicore', 'soundtrack', 'video game music']",https://i.scdn.co/image/9cc2b715294ec21bebc2629a257d302b98ec9ba6,https://api.spotify.com/v1/artists/6BF0bXbsdujMSMeFZBGcBq
Future World Music,46000,48,['epicore'],https://i.scdn.co/image/6d80d4e10b656533c449dab6718d7019792ef8d2,https://api.spotify.com/v1/artists/6gmhrHojnyp0SfG4WwJgIE
