track_id,key,mode,time_signature,duration_ms,tempo,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
2IcIOwbLj9eJANKtywPOFs,0,1,4,209009,119.983,0.672,0.807,-4.834,0.0265,0.128,0.974,0.0455,0.932
1On5yF6WvujqjSTGUMpQjy,8,1,4,286053,134.974,0.47,0.651,-10.105,0.0432,0.124,0.914,0.0883,0.0727
2NZbORV6d78HWPipW1lzoP,4,0,3,232000,91.977,0.271,0.74,-9.874,0.105,0.21,0.877,0.108,0.0355
2uEgFeRu6njygce2ZyOWA8,8,1,3,146613,146.059,0.329,0.546,-8.186,0.0284,0.00241,0.868,0.129,0.173
7xyTwfEZREkNAajaaAAZRN,0,0,3,155912,129.733,0.25,0.788,-7.263,0.0574,0.0444,0.919,0.0904,0.0344
7Aitbw7TqkE1qAKANwJXug,2,0,1,78788,144.957,0.546,0.942,-8.193,0.0386,0.101,0.569,0.0913,0.217
02B257ESviaixBwhkVdGRA,1,1,3,96493,79.737,0.316,0.593,-9.337,0.0381,0.226,0.896,0.0994,0.359
1CR15vCYEex1CJ7EN3nTvm,5,0,4,127421,97.284,0.474,0.805,-7.157,0.0419,0.411,0.92,0.113,0.562
1YtHpYEbbfQQIyxXkdxEoW,7,0,3,169715,109.98,0.441,0.934,-6.766,0.0482,0.0395,0.96,0.15,0.374
2I4bg1EUdGUW32TDyK9jzH,4,1,3,403100,118.011,0.351,0.589,-7.425,0.0331,0.155,0.871,0.0908,0.183
2KyGjQjeY1h8uZx5h40BKr,5,0,3,140000,127.087,0.225,0.825,-9.0,0.0478,0.245,0.659,0.175,0.178
2jn89xTHIVsy167uOmAewt,2,0,3,266366,161.073,0.136,0.462,-10.982,0.0367,0.0945,0.936,0.119,0.112
4JtvyWkWQTPVcroZf8JJkp,1,1,4,117395,135.047,0.403,0.591,-8.126,0.0514,0.511,0.896,0.108,0.192
4uveHSzaz8YEbTF9j6QlCI,4,0,3,180001,150.044,0.382,0.683,-9.936,0.0606,0.113,0.979,0.107,0.182
5lPy5XIHFle2qfNcUEQ1WI,1,1,4,127004,82.513,0.427,0.83,-8.069,0.0503,0.118,0.753,0.077,0.0923
5pMks94AbUYdBeIQt1LNJT,10,1,3,171000,155.821,0.125,0.674,-7.102,0.0581,0.000581,0.948,0.364,0.0775
6pUzif0b1pQjDPvkPORKm5,7,0,3,475481,79.932,0.402,0.171,-9.63,0.0336,0.257,0.436,0.11,0.0423
0qpmIPWHjZLqgov5wzdESA,2,0,3,169187,179.98,0.15,0.738,-10.055,0.0733,0.645,0.969,0.0787,0.351
3SUaWgEMLgYKiL5PxPKTre,5,0,4,183507,106.029,0.627,0.845,-9.786,0.0396,0.0318,0.011,0.0427,0.31
6vm8673wsUGHfQAUjAiew3,4,0,4,229720,140.966,0.43,0.916,-3.491,0.101,0.0175,1.2e-06,0.313,0.462
05xhWLu4af6TPe2EskCkHD,8,0,4,229173,109.966,0.463,0.583,-13.1,0.062,0.252,0.891,0.195,0.17
0G8iyOJFQ8Wvm4Fe6xjQdr,5,0,4,113837,159.953,0.404,0.872,-8.72,0.0386,0.000389,0.839,0.132,0.86
0gbd8TDNi40WqKBHvmGezp,1,0,4,330173,109.999,0.494,0.443,-9.562,0.0275,0.00453,0.673,0.105,0.0633
0xpfSXU2AYZSawN8evbhBC,5,1,5,170000,86.155,0.237,0.498,-10.529,0.0309,0.736,0.883,0.141,0.195
1DBiFPOT5Nn8fUaiKLtLYt,7,1,3,292533,82.918,0.31,0.55,-12.468,0.0447,0.336,0.987,0.108,0.116
1EUCxXuBityoixjjhXLTnw,7,1,3,193996,109.999,0.558,0.807,-8.948,0.0301,0.0832,0.934,0.323,0.404
1GG264AAMNwN8SaGpBmD2S,0,1,4,175125,103.106,0.145,0.834,-7.294,0.114,0.212,0.957,0.135,0.0397
1JVWphFmeyeuhyjDLlS8RT,8,0,3,318520,144.194,0.223,0.952,-4.708,0.0697,0.00447,0.957,0.125,0.0891
