song_name,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
New Beginnings,3:29,31.0,26.0,https://open.spotify.com/track/2IcIOwbLj9eJANKtywPOFs,https://p.scdn.co/mp3-preview/f1fcff39da78b452b0c9ffe6cc07c7196f26009f?cid=2490920ce5574a1a9b97a3e366c39dd3,Reign of Vengeance,2011-04-19,27.0,https://i.scdn.co/image/ab67616d00001e02c0f1382de6fedb1e4459ef0c,https://open.spotify.com/album/3Yzb8X6vRr0uDHgmETfqMP,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
Final Frontier,4:46,45.0,7.0,https://open.spotify.com/track/1On5yF6WvujqjSTGUMpQjy,https://p.scdn.co/mp3-preview/7e4beae7d432eaa4398eba197736ee494c9d5d5a?cid=2490920ce5574a1a9b97a3e366c39dd3,Sun,2014-09-30,16.0,https://i.scdn.co/image/ab67616d00001e02ba8ac1a0b5f71d8b278217d1,https://open.spotify.com/album/0KxuFf203h4hZz3UijS90k,Thomas Bergersen,https://open.spotify.com/artist/6BF0bXbsdujMSMeFZBGcBq
A Hero Will Rise,3:52,38.0,4.0,https://open.spotify.com/track/2NZbORV6d78HWPipW1lzoP,https://p.scdn.co/mp3-preview/3c2437bf8f80d8eda01e139a44c7749559d4eba6?cid=2490920ce5574a1a9b97a3e366c39dd3,A Hero Will Rise,2012-12-22,28.0,https://i.scdn.co/image/ab67616d00001e02c331e77aa86b4334fe24f29f,https://open.spotify.com/album/58JfJkwlVYJt6aa9ZQ8gsg,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
After The Fall,2:26,41.0,22.0,https://open.spotify.com/track/2uEgFeRu6njygce2ZyOWA8,https://p.scdn.co/mp3-preview/50c3908c8fbc092560d60dc2c712ed034a9de644?cid=2490920ce5574a1a9b97a3e366c39dd3,Invincible,2010-05-03,22.0,https://i.scdn.co/image/ab67616d00001e028f5636c9f7c8e432f81fe29a,https://open.spotify.com/album/0zOdkaCbYN1B42zw8TUYlY,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
Aqua Vitae,2:35,49.0,3.0,https://open.spotify.com/track/7xyTwfEZREkNAajaaAAZRN,https://p.scdn.co/mp3-preview/0ecb8a4274e3dccafaa33039573b7cfd5c1c6082?cid=2490920ce5574a1a9b97a3e366c39dd3,Reign of Vengeance,2011-04-19,27.0,https://i.scdn.co/image/ab67616d00001e02c0f1382de6fedb1e4459ef0c,https://open.spotify.com/album/3Yzb8X6vRr0uDHgmETfqMP,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
Nemesis,1:18,35.0,1.0,https://open.spotify.com/track/7Aitbw7TqkE1qAKANwJXug,https://p.scdn.co/mp3-preview/6d421285c86e6da565b29cda542383f40cbe697a?cid=2490920ce5574a1a9b97a3e366c39dd3,"Classics, Vol. 1",2013-06-11,23.0,https://i.scdn.co/image/ab67616d00001e02c75175df6be9f07e51e46e0d,https://open.spotify.com/album/6yh0ks8dT6hNrbjac0VhfJ,Thomas Bergersen,https://open.spotify.com/artist/6BF0bXbsdujMSMeFZBGcBq
Redemption,1:36,32.0,10.0,https://open.spotify.com/track/02B257ESviaixBwhkVdGRA,https://p.scdn.co/mp3-preview/a17f5462edd9b5badf2f63abda88f0ab4da73c94?cid=2490920ce5574a1a9b97a3e366c39dd3,Chronicles,2012-03-23,28.0,https://i.scdn.co/image/ab67616d00001e02b2e5eb4dfb5d1cb7c90526b9,https://open.spotify.com/album/2reQVSlAob2ZP8T4Oa7AsR,Audiomachine,https://open.spotify.com/artist/5F4ObszoeVebqtc0B3XqJa
Sky Titans,2:07,33.0,11.0,https://open.spotify.com/track/1CR15vCYEex1CJ7EN3nTvm,https://p.scdn.co/mp3-preview/889a3d5a1e420f3a36524b6e30236bddd661bab4?cid=2490920ce5574a1a9b97a3e366c39dd3,"Classics, Vol. 1",2013-06-11,23.0,https://i.scdn.co/image/ab67616d00001e02c75175df6be9f07e51e46e0d,https://open.spotify.com/album/6yh0ks8dT6hNrbjac0VhfJ,Thomas Bergersen,https://open.spotify.com/artist/6BF0bXbsdujMSMeFZBGcBq
Protectors of the Earth,2:49,59.0,14.0,https://open.spotify.com/track/1YtHpYEbbfQQIyxXkdxEoW,https://p.scdn.co/mp3-preview/6a023867c47d3825184415a910084ab77bd5a168?cid=2490920ce5574a1a9b97a3e366c39dd3,Invincible,2010-05-03,22.0,https://i.scdn.co/image/ab67616d00001e028f5636c9f7c8e432f81fe29a,https://open.spotify.com/album/0zOdkaCbYN1B42zw8TUYlY,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
To Everyone I Could Have Loved & All the Places We Could Have Called Home,6:43,16.0,6.0,https://open.spotify.com/track/2I4bg1EUdGUW32TDyK9jzH,https://p.scdn.co/mp3-preview/ede3899c3468c2fa8d064a8413c37eebea86b6dc?cid=2490920ce5574a1a9b97a3e366c39dd3,"Anyone, Anywhere",2017-07-07,9.0,https://i.scdn.co/image/ab67616d00001e02f9735d24b47838f441fbd7b9,https://open.spotify.com/album/12QASFqrcuUnYoPttAH0WS,I/O,https://open.spotify.com/artist/2DNjvm75fLwGNyEzD4hr4B
Passion of Victory,2:20,40.0,1.0,https://open.spotify.com/track/2KyGjQjeY1h8uZx5h40BKr,https://p.scdn.co/mp3-preview/7e7549dce9c5355a54003b2976c06b28f67d033a?cid=2490920ce5574a1a9b97a3e366c39dd3,A Hero Will Rise,2012-12-22,28.0,https://i.scdn.co/image/ab67616d00001e02c331e77aa86b4334fe24f29f,https://open.spotify.com/album/58JfJkwlVYJt6aa9ZQ8gsg,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
Blackheart,4:26,55.0,9.0,https://open.spotify.com/track/2jn89xTHIVsy167uOmAewt,https://p.scdn.co/mp3-preview/5d682c6984b9bf28140bdd2835a4c54bf7abb05d?cid=2490920ce5574a1a9b97a3e366c39dd3,SkyWorld,2012-10-27,22.0,https://i.scdn.co/image/ab67616d00001e024784c47d1373f136ea74f47e,https://open.spotify.com/album/01w0dp5OVOgviPw2HHXB3M,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
Heart of Courage,1:57,65.0,2.0,https://open.spotify.com/track/4JtvyWkWQTPVcroZf8JJkp,https://p.scdn.co/mp3-preview/14281b9f28c72c987dbc73fb1a542667f8806633?cid=2490920ce5574a1a9b97a3e366c39dd3,Invincible,2010-05-03,22.0,https://i.scdn.co/image/ab67616d00001e028f5636c9f7c8e432f81fe29a,https://open.spotify.com/album/0zOdkaCbYN1B42zw8TUYlY,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
Voyage to Atlantis,3:00,27.0,8.0,https://open.spotify.com/track/4uveHSzaz8YEbTF9j6QlCI,https://p.scdn.co/mp3-preview/ae320b251e8b8a65976c0fb3539d9fc1fc6a4ee1?cid=2490920ce5574a1a9b97a3e366c39dd3,Reign of Vengeance,2011-04-19,27.0,https://i.scdn.co/image/ab67616d00001e02c0f1382de6fedb1e4459ef0c,https://open.spotify.com/album/3Yzb8X6vRr0uDHgmETfqMP,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
Reign of Vengeance,2:07,30.0,4.0,https://open.spotify.com/track/5lPy5XIHFle2qfNcUEQ1WI,https://p.scdn.co/mp3-preview/8158554cb8252b36829300d4953c28cabdd47b5a?cid=2490920ce5574a1a9b97a3e366c39dd3,Reign of Vengeance,2011-04-19,27.0,https://i.scdn.co/image/ab67616d00001e02c0f1382de6fedb1e4459ef0c,https://open.spotify.com/album/3Yzb8X6vRr0uDHgmETfqMP,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
An Epic Age,2:51,0.0,2.0,https://open.spotify.com/track/5pMks94AbUYdBeIQt1LNJT,,Trailerhead,2008-07-15,15.0,https://i.scdn.co/image/ab67616d00001e029806d51d58e0982743edd619,https://open.spotify.com/album/1BZ1KruGoMkztNajCP6rZr,Immediate,https://open.spotify.com/artist/5RcJDMYwS4w1XJkNiR4LvM
Exploring Yourself With A Knife,7:55,28.0,3.0,https://open.spotify.com/track/6pUzif0b1pQjDPvkPORKm5,https://p.scdn.co/mp3-preview/d92322c512fc17aac166af7fc108ccb51947947d?cid=2490920ce5574a1a9b97a3e366c39dd3,Waiting for Sunrise,2014-08-30,10.0,https://i.scdn.co/image/ab67616d00001e0248113d0f513ac9ffc3e58cbf,https://open.spotify.com/album/13KNtCQLLYLLzQmHv8vFYp,April Rain,https://open.spotify.com/artist/739AuFSVMsDpObOcslwJRI
Garador's Flight,2:49,0.0,1.0,https://open.spotify.com/track/0qpmIPWHjZLqgov5wzdESA,,Elysium,2012-07-31,11.0,https://i.scdn.co/image/ab67616d00001e027bafc587d86b18169b9291d7,https://open.spotify.com/album/1p9h9k5lnc145zlfUsIHVX,Jo Blankenburg,https://open.spotify.com/artist/4tuiQRw9bC9HZhSFJEJ9Mz
Imperitum,3:03,0.0,5.0,https://open.spotify.com/track/3SUaWgEMLgYKiL5PxPKTre,,Trailerhead,2008-07-15,15.0,https://i.scdn.co/image/ab67616d00001e029806d51d58e0982743edd619,https://open.spotify.com/album/1BZ1KruGoMkztNajCP6rZr,Immediate,https://open.spotify.com/artist/5RcJDMYwS4w1XJkNiR4LvM
Europa - Single Mix,3:49,0.0,5.0,https://open.spotify.com/track/6vm8673wsUGHfQAUjAiew3,,Epicon,2008-08-26,12.0,https://i.scdn.co/image/ab67616d00001e02ca858e4e99231f2c105f3d75,https://open.spotify.com/album/5Aivi1OEn8e2dZGIipIopT,Globus,https://open.spotify.com/artist/2SrDoQLTZqsVi8Vg1UdHao
Ice of Phoenix,3:49,40.0,2.0,https://open.spotify.com/track/05xhWLu4af6TPe2EskCkHD,https://p.scdn.co/mp3-preview/496c5d4a3e00ca269ba0c689d939d946ed7157e7?cid=2490920ce5574a1a9b97a3e366c39dd3,Phenomena,2014-05-06,18.0,https://i.scdn.co/image/ab67616d00001e02aa313b8ea7586e44bb3d6a0e,https://open.spotify.com/album/1nztUKAqwyZWUeawshlYiU,Audiomachine,https://open.spotify.com/artist/5F4ObszoeVebqtc0B3XqJa
Dragon Rider,1:53,51.0,15.0,https://open.spotify.com/track/0G8iyOJFQ8Wvm4Fe6xjQdr,https://p.scdn.co/mp3-preview/676adc1bb85e48a6c6f1cdea5586050626825d1d?cid=2490920ce5574a1a9b97a3e366c39dd3,Archangel,2011-09-20,26.0,https://i.scdn.co/image/ab67616d00001e029a2b587110f6c9e8d3967dcb,https://open.spotify.com/album/1TVpHhBK3pSTqizgLLh16s,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
Moonlight Sonata,5:30,33.0,15.0,https://open.spotify.com/track/0gbd8TDNi40WqKBHvmGezp,https://p.scdn.co/mp3-preview/b733a5de5bb0278b12d080b96cca0f3a7a78b4cb?cid=2490920ce5574a1a9b97a3e366c39dd3,Makara,2010-02-02,15.0,https://i.scdn.co/image/ab67616d00001e0229e9e9ca5cf51d653febc263,https://open.spotify.com/album/4GhLLFl0mKnTg7jNGTEdMQ,E.S. Posthumus,https://open.spotify.com/artist/1CqW2UkLsaZvByLwkOaNsH
Victory of Life,2:50,36.0,5.0,https://open.spotify.com/track/0xpfSXU2AYZSawN8evbhBC,https://p.scdn.co/mp3-preview/ecc3222e537143cff5ff036abc99450adec27f38?cid=2490920ce5574a1a9b97a3e366c39dd3,A Hero Will Rise,2012-12-22,28.0,https://i.scdn.co/image/ab67616d00001e02c331e77aa86b4334fe24f29f,https://open.spotify.com/album/58JfJkwlVYJt6aa9ZQ8gsg,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
Surrender to Hope,4:52,0.0,14.0,https://open.spotify.com/track/1DBiFPOT5Nn8fUaiKLtLYt,,Trailerhead: Saga,2010-07-20,14.0,https://i.scdn.co/image/ab67616d00001e022ac569af9eb25776a9dcc9e0,https://open.spotify.com/album/0rxT9eppjW9byKmzYe7ECn,Immediate,https://open.spotify.com/artist/5RcJDMYwS4w1XJkNiR4LvM
Time Keepers,3:13,22.0,5.0,https://open.spotify.com/track/1EUCxXuBityoixjjhXLTnw,https://p.scdn.co/mp3-preview/bd5a5374bf96ca916888f457cb4bbcea07fc5ffb?cid=2490920ce5574a1a9b97a3e366c39dd3,Reign of Vengeance,2011-04-19,27.0,https://i.scdn.co/image/ab67616d00001e02c0f1382de6fedb1e4459ef0c,https://open.spotify.com/album/3Yzb8X6vRr0uDHgmETfqMP,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
Dreamscapes and Wishes,2:55,20.0,1.0,https://open.spotify.com/track/1GG264AAMNwN8SaGpBmD2S,https://p.scdn.co/mp3-preview/52289ccccb7071214571258193ad69d92d0726de?cid=2490920ce5574a1a9b97a3e366c39dd3,Behold,2013-12-15,30.0,https://i.scdn.co/image/ab67616d00001e02d1e7299182b6032199fc51e1,https://open.spotify.com/album/7avFgkfOn1WlTnGAjQrKKV,Future World Music,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
Promises (Air),5:18,0.0,5.0,https://open.spotify.com/track/1JVWphFmeyeuhyjDLlS8RT,,Eviscerate Soul,2014-11-28,17.0,https://i.scdn.co/image/ab67616d00001e02e5b87124f26109cc6bf82490,https://open.spotify.com/album/1Rb4wlvp8FuFbBvsXGGXG6,Break My Fucking Sky,https://open.spotify.com/artist/3mFTiX7WrhpcmoJLghp54A
Go Away,6:13,0.0,9.0,https://open.spotify.com/track/1ZsJAWClytNxWL0f58HVXo,,Eviscerate Soul,2014-11-28,17.0,https://i.scdn.co/image/ab67616d00001e02e5b87124f26109cc6bf82490,https://open.spotify.com/album/1Rb4wlvp8FuFbBvsXGGXG6,Break My Fucking Sky,https://open.spotify.com/artist/3mFTiX7WrhpcmoJLghp54A
Insomnia,7:23,33.0,2.0,https://open.spotify.com/track/1di7h244SmoeqEEGNfpIxO,https://p.scdn.co/mp3-preview/2b519e6ecbb727d7406c37d71c948d6d85275b7e?cid=2490920ce5574a1a9b97a3e366c39dd3,Nuit Noire,2016-09-02,9.0,https://i.scdn.co/image/ab67616d00001e02dec3c0b6ad8c56517d65c916,https://open.spotify.com/album/3OSB7K6iaLMJllRZDCzF4f,Lost in Kiev,https://open.spotify.com/artist/4VBq7oPj5Yi4Yfx4hopGY3
Freedom Fighters,2:31,52.0,1.0,https://open.spotify.com/track/1gjUBLiGk3MdFksH3aRMax,https://p.scdn.co/mp3-preview/b0f9d9da8a00865ee4f2a2bbe201935a51c7dcac?cid=2490920ce5574a1a9b97a3e366c39dd3,Invincible,2010-05-03,22.0,https://i.scdn.co/image/ab67616d00001e028f5636c9f7c8e432f81fe29a,https://open.spotify.com/album/0zOdkaCbYN1B42zw8TUYlY,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
Lachrimae,1:52,38.0,18.0,https://open.spotify.com/track/2pvhR1vFgQVNNVKMMwtyx9,https://p.scdn.co/mp3-preview/db7f4295afd226205970bbd3af3a68656b2e4038?cid=2490920ce5574a1a9b97a3e366c39dd3,Chronicles,2012-03-23,28.0,https://i.scdn.co/image/ab67616d00001e02b2e5eb4dfb5d1cb7c90526b9,https://open.spotify.com/album/2reQVSlAob2ZP8T4Oa7AsR,Audiomachine,https://open.spotify.com/artist/5F4ObszoeVebqtc0B3XqJa
Strength of a Thousand Men,2:16,59.0,10.0,https://open.spotify.com/track/3GJZLvGXaVszYdSBLMtJFX,https://p.scdn.co/mp3-preview/5c30efa928b97f37c591e4333b30527a2e130fb3?cid=2490920ce5574a1a9b97a3e366c39dd3,Archangel,2011-09-20,26.0,https://i.scdn.co/image/ab67616d00001e029a2b587110f6c9e8d3967dcb,https://open.spotify.com/album/1TVpHhBK3pSTqizgLLh16s,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
Archangel,2:34,56.0,2.0,https://open.spotify.com/track/3pTNVDJpzaLxiZnbC18SMX,https://p.scdn.co/mp3-preview/f7911b257790b408b0982aae1e346b3fdce57d96?cid=2490920ce5574a1a9b97a3e366c39dd3,Archangel,2011-09-20,26.0,https://i.scdn.co/image/ab67616d00001e029a2b587110f6c9e8d3967dcb,https://open.spotify.com/album/1TVpHhBK3pSTqizgLLh16s,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
Sunrise,3:42,0.0,4.0,https://open.spotify.com/track/4RAWiTg2PgFRIvnAm7Cc0B,,Eviscerate Soul,2014-11-28,17.0,https://i.scdn.co/image/ab67616d00001e02e5b87124f26109cc6bf82490,https://open.spotify.com/album/1Rb4wlvp8FuFbBvsXGGXG6,Break My Fucking Sky,https://open.spotify.com/artist/3mFTiX7WrhpcmoJLghp54A
To Glory,4:35,53.0,21.0,https://open.spotify.com/track/4qxQreMZwLWqfrD9e2dZoz,https://p.scdn.co/mp3-preview/8629c4fc79fc1609e3847c597c3db89f70ec9f09?cid=2490920ce5574a1a9b97a3e366c39dd3,Invincible,2010-05-03,22.0,https://i.scdn.co/image/ab67616d00001e028f5636c9f7c8e432f81fe29a,https://open.spotify.com/album/0zOdkaCbYN1B42zw8TUYlY,Two Steps from Hell,https://open.spotify.com/artist/2qvP9yerCZCS0U1gZU8wYp
Take Me Away,4:06,0.0,1.0,https://open.spotify.com/track/5B89ogVcO7UHkWzcgkbIVX,,Epicon,2008-08-26,12.0,https://i.scdn.co/image/ab67616d00001e02ca858e4e99231f2c105f3d75,https://open.spotify.com/album/5Aivi1OEn8e2dZGIipIopT,Globus,https://open.spotify.com/artist/2SrDoQLTZqsVi8Vg1UdHao
